plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,rain.acc.sum,target.sp.,pasture.disc.setup,height. setup,target.sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,target.sp.cover.harvest,total.veg.cover.harvest,biomass.target.sp.,biomass.other.sp.,biomass.total.g,N.target.SUA,N.target.SUA.dup,N.target.SUA.unchopped,N.target.NMBU,N.target.NTNU,P.target.SUA,P.target.SUA.dup,P.target.SUA.unchopped,P.target.NMBU,P.target.USDM,N.other.SUA,N.other.SUA.dup,N.other.SUA.unchopped,N.other.NMBU,N.other.NTNU,P.otherSUA,P.other.SUA.dup,P.other.SUA.unchopped,P.other.NMBU,P.other.USDM,N.target,P.target,N.other,P.other
WET_P_3_OP_H5,WET_P_3_H5,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H5,1022,-2.367293,34.062509,9/30/2017,12/13/2017,74,512.073646972,2209.12892672,Chr.ori,1.5,1.8,25,45,2,2.4,68,75,14.89,2,16.89,,,,,,,,,,,2.07,,,,,0.14,0.61,,,,,,2.07,0.14
WET_P_4_EX_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H5,1020,-2.368570,34.062586,9/30/2017,12/13/2017,74,512.073646972,1613.239546672,Chr.ori,1,1.2,18,26,3.5,27.1,55,85,21.78,34.47,56.25,,,,,,,,,,,,,,,,,,,,,,,,
WET_P_4_OP_H5,WET_P_4_H5,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H5,1020,-2.368570,34.062586,9/30/2017,12/13/2017,74,512.073646972,2125.313193644,Chr.ori,1,2.4,37,30,1.5,4.3,55,65,6,9,15.00,2.17,,,,,0.07,0.47,,,,2.1,,,,,0.21,0.63,,,,2.17,0.07,2.10,0.21
DRY_W_1_EX_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.073646283,1044.219246798,Cyn.dac,3.5,9.8,5,32,2.5,4.2,15,20,7.7,22,29.70,,,,,,,,,,,2.14,,,,,0.26,0.74,,,,,,2.14,0.26
DRY_W_1_EX2_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.073646283,1195.292893081,Cyn.dac,2.5,2.2,9,12,3,10.3,15,60,11.96,2,13.96,0.23,,,,,0.13,,,,,3.26,,,,,0.29,0.30,,,,0.23,0.13,3.26,0.29
DRY_W_1_OP_H5,DRY_W_1_H5,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H5,995,-3.299332,34.848458,9/28/2017,12/11/2017,74,151.073646283,1346.366539364,Cyn.dac,3,1.2,7,10,3.5,0.8,5,10,2,2,4.00,1.19,,,,,0.08,0.07,,,,2.8,,,,,0.22,0.34,,,,1.19,0.08,2.80,0.22
DRY_W_2_EX_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.073646283,1044.219246798,Cyn.dac,1.6,4.4,10,23,2,4.2,20,28,4,16.87,20.87,1.75,,,,,0.07,0.42,,,,,,,,,,,,,,1.75,0.07,,
DRY_W_2_EX2_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.073646283,1195.292893081,Cyn.dac,1,2.4,10,13,1.5,3.9,12,45,5,3,8.00,2.21,,,,,0.07,0.57,,,,3.22,,,,,0.38,0.85,,,,2.21,0.07,3.22,0.38
DRY_W_2_OP_H5,DRY_W_2_H5,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H5,980,-3.303268,34.847796,9/28/2017,12/11/2017,74,151.073646283,1346.366539364,Cyn.dac,1.5,2.4,5,15,1,1.8,8,26,2,3,5.00,1.51,,,,,0.2,0.13,,,,1.96,,,,,0.15,0.85,,,,1.51,0.20,1.96,0.15
DRY_W_3_EX_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.073646283,1042.181791479,Cyn.dac,2,2,10,17,1,0.9,8,35,10.48,4,14.48,,,,,,,,,,,3.22,,,,,0.18,0.37,,,,,,3.22,0.18
DRY_W_3_EX2_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.073646283,1193.255437762,Cyn.dac,1,1.6,1,7,2,2.5,10,35,2,6,8.00,1.79,,,,,0.16,0.12,,,,3.32,,,,,0.34,0.53,,,,1.79,0.16,3.32,0.34
DRY_W_3_OP_H5,DRY_W_3_H5,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H5,998,-3.295645,34.852435,9/28/2017,12/11/2017,74,151.073646283,1344.329084045,Cyn.dac,1.75,1.4,10,10,2.5,1.9,5,10,3,2,5.00,1.75,,,,,0.15,0.10,,,,4.16,,,,,0.4,0.21,,,,1.75,0.15,4.16,0.40
DRY_W_4_EX_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.846940249,1211.395419266,Cyn.dac,1.25,2.4,10,10,1,5.1,15,20,3,8,11.00,2.35,,,,,0.08,0.42,,,,4.41,,,,,0.24,0.38,,,,2.35,0.08,4.41,0.24
DRY_W_4_EX2_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.846940249,1426.242359515,Cyn.dac,1.75,3.4,8,12,1,5.2,20,45,4,1.31,5.31,1.65,,,,,0.04,0.24,,,,,,,,,,,,,,1.65,0.04,,
DRY_W_4_OP_H5,DRY_W_4_H5,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H5,1000,-3.296013,34.854327,9/28/2017,12/11/2017,74,214.846940249,1641.089299764,Cyn.dac,1.5,7.6,10,14,1.5,2.6,25,40,7,2,9.00,2.28,,,,,0.08,0.12,,,,3.68,,,,,0.17,0.31,,,,2.28,0.08,3.68,0.17
DRY_P_1_EX_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H5,1009,-3.303212,34.847736,9/27/2017,12/10/2017,74,128.547166803,650.193488441,Chl.pyc,0,0,1,4,0.8,1.6,10,25,1,1,2.00,3.4,,,,,0.2,,,,,3.68,,,,,0.31,,,,,3.40,0.20,3.68,0.31
DRY_P_1_OP_H5,DRY_P_1_H5,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H5,1009,-3.303212,34.847736,9/27/2017,12/10/2017,74,128.547166803,778.740655244,Chl.pyc,0,0,1,6,0,0.8,15,35,0.85,10.11,10.96,,,,,,0.62,,,,,3.85,,,,,0.06,0.94,,,,,0.62,3.85,0.06
DRY_P_2_EX_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H5,1006,-3.408426,34.850244,9/27/2017,12/10/2017,74,128.547166803,650.193488441,Chl.pyc,0,0,1,6,2.9,3.3,5,35,1,4,5.00,2.38,,,,,0.29,,,,,3.64,,,,,0.59,0.09,,,,2.38,0.29,3.64,0.59
DRY_P_2_OP_H5,DRY_P_2_H5,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H5,1006,-3.408426,34.850244,9/27/2017,12/10/2017,74,128.547166803,778.740655244,Chl.pyc,0,0,1,3,0,0.7,4,10,1,1,2.00,1.51,,,,,0.08,,,,,2.03,,,,,0.05,,,,,1.51,0.08,2.03,0.05
DRY_P_3_EX_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H5,1001,-3.406316,34.850407,9/27/2017,12/10/2017,74,128.547166803,690.212279641,Chl.pyc,0,0,1,4,0.5,2.5,5,18,1,3.17,4.17,2.31,,,,,0.25,,,,,,,,,,,,,,,2.31,0.25,,
DRY_P_3_OP_H5,DRY_P_3_H5,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H5,1001,-3.406316,34.850407,9/27/2017,12/10/2017,74,128.547166803,818.759446444,Chl.pyc,0,0,1,3,0,1.74,7,20,1,1.21,2.21,2.38,,,,,0.11,,,,,,,,,,,,,,,2.38,0.11,,
DRY_P_4_EX_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H5,1003,-3.406853,34.851600,9/27/2017,12/10/2017,74,128.547166803,690.212279641,Chl.pyc,0,0,1,7,0.5,3.2,5,35,1,1,2.00,2.59,,,,,0.13,,,,,2.77,,,,,0.19,0.23,,,,2.59,0.13,2.77,0.19
DRY_P_4_OP_H5,DRY_P_4_H5,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H5,1003,-3.406853,34.851600,9/27/2017,12/10/2017,74,128.547166803,818.759446444,Chl.pyc,0,0,1,5,0.5,1.1,18,32,1,1,2.00,3.01,,,,,0.01,0.26,,,,2.66,,,,,0.2,,,,,3.01,0.01,2.66,0.20
SE_1_EX_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08225911,1628.772591734,Dig.mac,4.5,7.4,30,40,5,15,20,50,19,16,35.00,1.54,,,,,0.29,0.36,,,,1.65,,,,,0.25,0.36,,,,1.54,0.29,1.65,0.25
SE_1_EX2_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,EX2,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08225911,1893.854850844,Dig.mac,5.25,11.4,35,45,5,21.9,25,35,11,30,41.00,1.33,,,,,0.2,0.34,,,,1.37,,,,,0.36,0.43,,,,1.33,0.20,1.37,0.36
SE_1_OP_H5,SE_1_H5,SE,SE_1,Seronera,SE,W,1,OP,H5,1023,-2.437747,34.855162,9/25/2017,12/15/2017,81,265.08225911,2158.937109954,Dig.mac,6,9,30,55,3.5,0.5,20,40,26,4,30.00,1.51,,,,,0.2,0.47,,,,2.14,,,,,0.28,0.23,,,,1.51,0.20,2.14,0.28
SE_2_EX_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08225911,1628.772591734,Dig.mac,3,3.6,20,30,4,17.6,20,47,10,21,31.00,1.44,,,,,0.08,0.26,,,,1.33,,,,,0.15,0.30,,,,1.44,0.08,1.33,0.15
SE_2_EX2_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,EX2,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08225911,1893.854850844,Dig.mac,3.5,8.2,12,40,6,31.2,7,62,3,34,37.00,0.84,,,,,0.2,0.18,,,,1.05,,,,,0.92,0.32,,,,0.84,0.20,1.05,0.92
SE_2_OP_H5,SE_2_H5,SE,SE_2,Seronera,SE,W,2,OP,H5,1025,-2.437766,34.855394,9/25/2017,12/15/2017,81,265.08225911,2158.937109954,Dig.mac,1.75,6,17,30,3,3.7,10,30,5,14,19.00,1.05,,,,,0.26,0.13,,,,1.05,,,,,0.2,0.27,,,,1.05,0.26,1.05,0.20
SE_3_EX_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08225911,1628.772591734,Dig.mac,2,4.8,10,25,3,15.8,15,45,21.8,12,33.80,0.84,,,,,0.34,,,,,1.72,,,,,0.25,0.28,,,,0.84,0.34,1.72,0.25
SE_3_EX2_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,EX2,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08225911,1893.854850844,Dig.mac,3,3.4,23,35,4,29,20,30,9,15,24.00,1.3,,,,,0.07,0.33,,,,1.51,,,,,0.24,,,,,1.30,0.07,1.51,0.24
SE_3_OP_H5,SE_3_H5,SE,SE_3,Seronera,SE,W,3,OP,H5,1027,-2.437991,34.855418,9/25/2017,12/15/2017,81,265.08225911,2158.937109954,Dig.mac,2.3,3.2,15,28,2,1.7,10,45,5,9,14.00,1.23,,,,,0.18,0.16,,,,1.82,,,,,0.28,0.34,,,,1.23,0.18,1.82,0.28
SE_4_EX_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08225911,1628.772591734,Dig.mac,2.75,4.3,20,40,5.5,20.6,30,50,12,17,29.00,1.26,,,,,0.17,0.36,,,,2.1,,,,,0.15,0.34,,,,1.26,0.17,2.10,0.15
SE_4_EX2_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,EX2,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08225911,1893.854850844,Dig.mac,4.3,5.8,25,40,7,21.6,25,65,15,37.43,52.43,1.23,,,,,0.2,0.39,,,,,,,,,,,,,,1.23,0.20,,
SE_4_OP_H5,SE_4_H5,SE,SE_4,Seronera,SE,W,4,OP,H5,1026,-2.438079,34.854989,9/25/2017,12/15/2017,81,265.08225911,2158.937109954,Dig.mac,4.4,8.4,25,45,4.5,16.4,10,45,28.39,15,43.39,,,,,,0.53,,,,,1.86,,,,,0.08,,,,,,0.53,1.86,0.08
WET_W_1_EX_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,EX,H6,954,-2.272484,34.023326,12/14/2017,3/10/2018,86,320.245472672,2420.840773234,The.tri,2.5,40.4,20,75,3.5,26.5,35,60,39.22,26.49,65.71,0.42,1.19,,,,0.13,0.20,,,,1.23,,,,,0.16,,,,,0.42,0.13,1.23,0.16
WET_W_1_OP_H6,WET_W_1_H6,WET_W,WET_W_1,Handajega,WET,W,1,OP,H6,954,-2.272484,34.023326,12/14/2017,3/10/2018,86,320.245472672,2741.086245906,The.tri,4,44.4,10,60,3.5,16.25,35,50,45.35,8.16,53.51,0.44,,,,,0.11,,,,,0.59,1.47,,,,0.14,0.32,,,,0.44,0.11,0.59,0.14
WET_W_2_EX_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,EX,H6,953,-2.278300,34.024459,12/14/2017,3/10/2018,86,320.245472672,2420.840773234,The.tri,1.8,17.4,10,65,4,25.25,10,70,8.33,92.14,100.47,0.26,1.40,,,,0.14,0.26,,,,0.38,1.02,,,,0.1,0.22,,,,0.26,0.14,0.38,0.10
WET_W_2_OP_H6,WET_W_2_H6,WET_W,WET_W_2,Handajega,WET,W,2,OP,H6,953,-2.278300,34.024459,12/14/2017,3/10/2018,86,320.245472672,2741.086245906,The.tri,3,26,25,85,4,7,25,60,36.1,22.98,59.08,0.41,1.26,,,,0.11,0.29,,,,0.91,,,,,0.24,,,,,0.41,0.11,0.91,0.24
WET_W_3_EX_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,EX,H6,951,-2.277999,34.027678,12/14/2017,3/10/2018,86,320.245472672,2426.53234447,The.tri,5.5,48,50,78,2.5,4.5,20,30,5.78,6.07,11.85,2.28,,,,,0.4,,,,,1.12,,,,,0.2,,,,,2.28,0.40,1.12,0.20
WET_W_3_OP_H6,WET_W_3_H6,WET_W,WET_W_3,Handajega,WET,W,3,OP,H6,951,-2.277999,34.027678,12/14/2017,3/10/2018,86,320.245472672,2746.777817142,The.tri,5,59.6,58,90,3.5,4.25,30,40,1.86,6.6,8.46,0.74,,,,,0.17,,,,,0.91,,,,,0.14,,,,,0.74,0.17,0.91,0.14
WET_W_4_EX_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,EX,H6,950,-2.278837,34.031884,12/14/2017,3/10/2018,86,320.245472672,2426.53234447,The.tri,5,57.4,20,60,6,10.25,15,35,11.98,17.45,29.43,1.09,,,,,0.17,,,,,1.16,,,,,0.31,,,,,1.09,0.17,1.16,0.31
WET_W_4_OP_H6,WET_W_4_H6,WET_W,WET_W_4,Handajega,WET,W,4,OP,H6,950,-2.278837,34.031884,12/14/2017,3/10/2018,86,320.245472672,2746.777817142,The.tri,3.5,73.8,50,65,2.5,3.25,25,35,6.58,10.35,16.93,1.37,,,,,0.27,,,,,1.37,,,,,0.29,,,,,1.37,0.27,1.37,0.29
WET_P_1_EX_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H6,957,-2.350052,34.049976,12/13/2017,3/9/2018,86,297.545156165,2506.674082885,Chr.ori,1.5,2.1,80,95,2.5,3.5,75,90,40.21,4,44.21,,,,,,,,,,,0.98,,,,,0.2,,,,,,,0.98,0.20
WET_P_1_OP_H6,WET_P_1_H6,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H6,957,-2.350052,34.049976,12/13/2017,3/9/2018,86,297.545156165,2804.21923905,Chr.ori,2,8.7,75,85,1.5,2.13,75,80,17.24,0.7,17.94,1.19,,,,,0.25,,,,,0,,,,,0.1,,,,,1.19,0.25,0.00,0.10
WET_P_2_EX_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H6,959,-2.348488,34.050110,12/13/2017,3/9/2018,86,297.545156165,2506.674082885,Chr.ori,2.4,6.8,90,95,5.5,16,67,95,53.4,21.38,74.78,,,,,,,,,,,0.33,1.23,,,,0.14,0.22,,,,,,0.33,0.14
WET_P_2_OP_H6,WET_P_2_H6,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H6,959,-2.348488,34.050110,12/13/2017,3/9/2018,86,297.545156165,2804.21923905,Chr.ori,2,5.6,65,80,2.5,3.63,50,75,12.95,5.38,18.33,1.3,,,,,0.26,,,,,1.16,,,,,0.15,,,,,1.30,0.26,1.16,0.15
WET_P_3_EX_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H6,1022,-2.367293,34.062509,12/13/2017,3/9/2018,86,297.545156165,2506.674082885,Chr.ori,1.5,2.9,70,78,2,10,72,90,117.12,11.51,128.63,0.21,1.02,,,,0.08,0.25,,,,1.02,,,,,0.18,,,,,0.21,0.08,1.02,0.18
WET_P_3_OP_H6,WET_P_3_H6,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H6,1022,-2.367293,34.062509,12/13/2017,3/9/2018,86,297.545156165,2804.21923905,Chr.ori,1.5,2.2,85,90,1.5,2.25,78,85,122.4,24.23,146.63,0.41,0.88,,,,0.1,0.25,,,,2.73,,,,,0.18,,,,,0.41,0.10,2.73,0.18
WET_P_4_EX_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H6,1020,-2.368570,34.062586,12/13/2017,3/9/2018,86,297.545156165,2422.858349809,Chr.ori,2,3.3,45,75,3.5,20.25,50,95,52.47,47.87,100.34,0.91,,,,,0.38,,,,,1.05,,,,,0.34,,,,,0.91,0.38,1.05,0.34
WET_P_4_OP_H6,WET_P_4_H6,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H6,1020,-2.368570,34.062586,12/13/2017,3/9/2018,86,297.545156165,2720.403505974,Chr.ori,1.5,4.5,45,70,1.5,4.63,57,80,23.49,52.37,75.86,1.54,,,,,0.34,,,,,0.95,,,,,0.23,,,,,1.54,0.34,0.95,0.23
DRY_W_1_EX_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H6,995,-3.299332,34.848458,12/11/2017,3/7/2018,86,426.873348907,1773.239888271,Cyn.dac,2.5,3.3,18,30,2.5,11.25,13,50,6.53,33.59,40.12,0.33,1.12,,,,0.12,0.13,,,,1.79,,,,,0.31,,,,,0.33,0.12,1.79,0.31
DRY_W_1_EX2_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H6,995,-3.299332,34.848458,12/11/2017,3/7/2018,86,426.873348907,2200.113237178,Cyn.dac,2.5,3.3,20,35,3.5,20.25,30,75,47.08,44.5,91.58,0.67,1.26,,,,0.14,0.18,,,,0.46,,,,,0.16,,,,,0.67,0.14,0.46,0.16
DRY_W_1_OP_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H6,995,-3.299332,34.848458,12/11/2017,3/7/2018,86,426.873348907,2626.986586085,Cyn.dac,1,2.1,20,30,0.5,2,2,10,0.48,3.43,3.91,,,,,,,,,,,1.93,,,,,0.18,,,,,,,1.93,0.18
DRY_W_2_EX_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H6,980,-3.303268,34.847796,12/11/2017,3/7/2018,86,426.873348907,1773.239888271,Cyn.dac,1,2.7,15,30,1.5,11.75,20,48,16.99,21.05,38.04,1.58,,,,,0.21,,,,,1.86,,,,,0.31,,,,,1.58,0.21,1.86,0.31
DRY_W_2_EX2_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H6,980,-3.303268,34.847796,12/11/2017,3/7/2018,86,426.873348907,2200.113237178,Cyn.dac,1,1.6,10,15,2,5.75,10,41,8.75,28.29,37.04,2.38,,,,,0.23,,,,,1.75,,,,,0.35,,,,,2.38,0.23,1.75,0.35
DRY_W_2_OP_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H6,980,-3.303268,34.847796,12/11/2017,3/7/2018,86,426.873348907,2626.986586085,Cyn.dac,1.5,2.3,15,30,1,2.25,8,20,6.24,3.24,9.48,1.72,,,,,0.24,,,,,1.61,,,,,0.12,,,,,1.72,0.24,1.61,0.12
DRY_W_3_EX_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H6,998,-3.295645,34.852435,12/11/2017,3/7/2018,86,426.873348907,1771.202432952,Cyn.dac,2.4,2.2,12,30,3,5,10,55,2.64,11.69,14.33,1.37,,,,,0.15,,,,,0.95,,,,,0.36,,,,,1.37,0.15,0.95,0.36
DRY_W_3_EX2_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H6,998,-3.295645,34.852435,12/11/2017,3/7/2018,86,426.873348907,2198.075781859,Cyn.dac,2.5,2.1,6,30,2.5,4.13,25,55,12.7,5.89,18.59,1.23,,,,,0.25,,,,,1.19,,,,,0.37,,,,,1.23,0.25,1.19,0.37
DRY_W_3_OP_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H6,998,-3.295645,34.852435,12/11/2017,3/7/2018,86,426.873348907,2624.949130766,Cyn.dac,2,0.9,8,15,3,2,15,40,4.12,3.97,8.09,1.72,,,,,0.13,,,,,1.16,,,,,0.3,,,,,1.72,0.13,1.16,0.30
DRY_W_4_EX_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H6,1000,-3.296013,34.854327,12/11/2017,3/7/2018,86,427.568166763,2068.657466527,Cyn.dac,1,6,10,30,1.5,9.38,7,45,6.64,14.1,20.74,1.75,,,,,0.3,,,,,1.75,,,,,0.4,,,,,1.75,0.30,1.75,0.40
DRY_W_4_EX2_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H6,1000,-3.296013,34.854327,12/11/2017,3/7/2018,86,427.568166763,2496.22563329,Cyn.dac,,3.6,10,40,1.5,2.13,8,30,5.37,11.15,16.52,1.65,,,,,0.24,,,,,1.93,,,,,0.49,,,,,1.65,0.24,1.93,0.49
DRY_W_4_OP_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H6,1000,-3.296013,34.854327,12/11/2017,3/7/2018,86,427.568166763,2923.793800053,Cyn.dac,1.5,1.5,18,40,2,3.13,15,35,6.53,21.92,28.45,2,,,,,0.28,,,,,1.93,,,,,0.32,,,,,2.00,0.28,1.93,0.32
DRY_P_1_EX_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H6,1009,-3.303212,34.847736,12/10/2017,3/8/2018,88,470.804279233,1249.544934477,Chl.pyc,1.5,2.6,20,50,10.5,35.5,0,95,0,93.2,93.20,,,,,,,,,,,0.64,1.44,,,,0.14,0.43,,,,,,0.64,0.14
DRY_P_1_OP_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H6,1009,-3.303212,34.847736,12/10/2017,3/8/2018,88,470.804279233,1720.34921371,Chl.pyc,0.6,2,15,35,2,3.88,15,50,10.71,33.75,44.46,1.26,,,,,0.28,,,,,0.25,1.44,,,,0.27,0.17,,,,1.26,0.28,0.25,0.27
DRY_P_2_EX_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H6,1006,-3.408426,34.850244,12/10/2017,3/8/2018,88,470.804279233,1249.544934477,Chl.pyc,1.5,0.6,5,22,2.5,17.25,30,68,4.87,43.79,48.66,1.72,,,,,0.32,,,,,1.79,,,,,0.43,,,,,1.72,0.32,1.79,0.43
DRY_P_2_OP_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H6,1006,-3.408426,34.850244,12/10/2017,3/8/2018,88,470.804279233,1720.34921371,Chl.pyc,0.1,0.44,5,25,1.5,1.25,5,30,2.11,13.81,15.92,2.07,,,,,0.23,,,,,1.58,,,,,0.3,,,,,2.07,0.23,1.58,0.30
DRY_P_3_EX_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H6,1001,-3.406316,34.850407,12/10/2017,3/8/2018,88,470.804279233,1289.563725677,Chl.pyc,0.5,2.3,7,40,2,7.25,25,70,6.8,32.01,38.81,1.38,,,,,0.17,,,,,1.44,,,,,0.16,,,,,1.38,0.17,1.44,0.16
DRY_P_3_OP_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H6,1001,-3.406316,34.850407,12/10/2017,3/8/2018,88,470.804279233,1760.36800491,Chl.pyc,1,2.4,5,28,1.5,4.5,30,70,4.54,16.59,21.13,1.33,,,,,0.16,,,,,1.42,,,,,0.17,,,,,1.33,0.16,1.42,0.17
DRY_P_4_EX_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H6,1003,-3.406853,34.851600,12/10/2017,3/8/2018,88,470.804279233,1289.563725677,Chl.pyc,0.5,2.4,28,50,3,13.38,5,62,1.29,56.42,57.71,1.3,,,,,0.18,,,,,1.3,,,,,0.16,,,,,1.30,0.18,1.30,0.16
DRY_P_4_OP_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H6,1003,-3.406853,34.851600,12/10/2017,3/8/2018,88,470.804279233,1760.36800491,Chl.pyc,1.5,2.8,20,40,2,3.75,5,45,2.95,34.73,37.68,1.23,,,,,0.12,,,,,0.57,1.58,,,,0.14,0.25,,,,1.23,0.12,0.57,0.14
SE_1_EX_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX,H6,1023,-2.437747,34.855162,12/15/2017,3/12/2018,87,327.092150883,2486.029260837,Dig.mac,3.5,14.4,40,55,17,37,13,98,54.88,55.86,110.74,0.41,1.54,,,,0.15,0.34,,,,0.51,1.12,,,,0.14,0.33,,,,0.41,0.15,0.51,0.14
SE_1_EX2_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX2,H6,1023,-2.437747,34.855162,12/15/2017,3/12/2018,87,327.092150883,2813.12141172,Dig.mac,3,11,20,40,6.5,30.5,15,60,25.19,71.45,96.64,0.47,1.26,,,,0.16,0.34,,,,0.56,1.33,,,,0.15,0.33,,,,0.47,0.16,0.56,0.15
