number,Latitude,Longitude,area,rain.region,landuse,block,date,area.m2,ind.no,species,N.non,tree.part,entity,circum.cm,dbh.cm,base.di.raw,base.di.cm,height.cm,age,condition,dbh.kg.per.tree,basal.diamter,basal.diamter,total.basal.area.m2,Biomass.kg.per.tree,Biomass.kg.per.treePhilipo,Carbon.kg.per.tree,References,Fire.freq,Year.of.last.fire,annual.precip.mm2015_2017,precip.mm2017,precip.mm2016
1916,-2.43808399,34.83679698,Seronera,Intermediate,wild,2,18.12.2017,2500,21,Commiphora schimperi,non,trunk,live,,0,0.9,0.286478898,0,young,good,0,0.662886911,0.803048511,0.0000064,0.803048511,0.803048511,0.401524256,Chamshama et al. 2004,4,2016,855.6199048,631.4296352,888.7544813
1917,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,22,Acacia tortilis,N,trunk,live,,0,0.4,0.127323954,0,young,good,0,0.324807404,0.553901981,0.0000013,0.553901981,0.553901981,0.27695099,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1918,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,22,Acacia tortilis,N,trunk,live,,0,0.5,0.159154943,0,young,good,0,0.39608958,0.614889893,0.000002,0.614889893,0.614889893,0.307444946,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1919,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,23,Acacia tortilis,N,trunk,live,34,10.82253613,,0,0,middle,good,43.94950857,0.018,0,0.0091992,43.94950857,27.32260273,21.97475428,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1920,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,23,Acacia tortilis,N,trunk,live,34,10.82253613,,0,0,middle,good,43.94950857,0.018,0,0.0091992,43.94950857,27.32260273,21.97475428,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1921,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,24,Balanites aegyptiaca,non,trunk,live,39,12.41408556,,0,0,middle,good,60.17679971,0.018,0,0.0121038,60.17679971,38.783262,30.08839986,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1922,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,24,Balanites aegyptiaca,non,trunk,dead,,0,,0,0,middle,good,0,0.018,0,0,0,0,0,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1923,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,25,Acacia tortilis,N,trunk,live,35,11.14084602,,0,0,middle,good,46.96649602,0.018,0,0.0097483,46.96649602,29.42131702,23.48324801,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1924,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,25,Acacia tortilis,N,trunk,live,35.1,11.17267701,,0,0,middle,good,47.2744115,0.018,0,0.009804,47.2744115,29.63640088,23.63720575,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1925,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,26,Acacia tortilis,N,trunk,live,41,13.05070533,,0,0,mature,good,67.47996631,0.018,0,0.013377,67.47996631,44.06498012,33.73998316,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1926,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,26,Acacia tortilis,N,trunk,live,41,13.05070533,,0,0,mature,good,67.47996631,0.018,0,0.013377,67.47996631,44.06498012,33.73998316,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1927,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,27,Balanites aegyptiaca,non,trunk,live,57,18.14366351,,0,0,mature,good,143.5193574,0.018,0,0.0258548,143.5193574,102.1891764,71.75967869,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1928,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,27,Balanites aegyptiaca,non,trunk,live,57,18.14366351,,0,0,mature,good,143.5193574,0.018,0,0.0258548,143.5193574,102.1891764,71.75967869,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1929,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,28,Commiphora schimperi,non,trunk,live,,0,1,0.318309886,0,young,good,0,0.725457349,0.841104838,0.000008,0.841104838,0.841104838,0.420552419,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1930,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,28,Commiphora schimperi,non,trunk,live,,0,1.1,0.350140875,0,young,good,0,0.786534883,0.876661213,0.0000096,0.876661213,0.876661213,0.438330607,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1931,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,29,Acacia tortilis,N,trunk,live,46,14.64225476,,0,0,mature,good,87.82845627,0.018,0,0.0168386,87.82845627,59.11220186,43.91422813,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1932,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,29,Acacia tortilis,N,trunk,live,46,14.64225476,,0,0,mature,good,87.82845627,0.018,0,0.0168386,87.82845627,59.11220186,43.91422813,Lugana. 2015,6,2016,855.6199048,631.4296352,888.7544813
1933,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,30,Acacia tortilis,N,trunk,live,,0,0.5,0.159154943,0,young,good,0,0.39608958,0.614889893,0.000002,0.614889893,0.614889893,0.307444946,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1934,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,30,Acacia tortilis,N,trunk,live,,0,0.7,0.22281692,0,young,good,0,0.5329623,0.717608737,0.0000039,0.717608737,0.717608737,0.358804369,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1935,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,31,Acacia tortilis,N,trunk,live,,0,0.58,0.184619734,0,young,good,0,0.451719868,0.658574117,0.0000027,0.658574117,0.658574117,0.329287059,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1936,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,31,Acacia tortilis,N,trunk,live,,0,0.7,0.22281692,0,young,good,0,0.5329623,0.717608737,0.0000039,0.717608737,0.717608737,0.358804369,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1937,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,32,Acacia senegal,N,trunk,live,,0,0.57,0.181436635,0,young,good,0,0.444831834,0.653323683,0.0000026,0.653323683,0.653323683,0.326661841,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1938,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,32,Acacia senegal,N,trunk,live,,0,0.65,0.206901426,0,young,good,0,0.499424052,0.693847283,0.0000034,0.693847283,0.693847283,0.346923641,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1939,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,33,Acacia tortilis,N,trunk,live,,0,0.34,0.108225361,0,young,good,0,0.281065504,0.512899116,0.0000009,0.512899116,0.512899116,0.256449558,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1940,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,33,Acacia tortilis,N,trunk,live,,0,0.45,0.143239449,0,young,good,0,0.360696587,0.585402927,0.0000016,0.585402927,0.585402927,0.292701464,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1941,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,34,Acacia tortilis,N,trunk,live,,0,0.45,0.143239449,0,young,good,0,0.360696587,0.585402927,0.0000016,0.585402927,0.585402927,0.292701464,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1942,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,34,Acacia tortilis,N,trunk,live,,0,0.55,0.175070437,0,young,good,0,0.430999917,0.642650696,0.0000024,0.642650696,0.642650696,0.321325348,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1943,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,35,Acacia tortilis,N,trunk,live,,0,0.45,0.143239449,0,young,good,0,0.360696587,0.585402927,0.0000016,0.585402927,0.585402927,0.292701464,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1944,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,35,Acacia tortilis,N,trunk,live,,0,0.6,0.190985932,0,young,good,0,0.465440584,0.668909997,0.0000029,0.668909997,0.668909997,0.334454998,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1945,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,36,Acacia tortilis,N,trunk,live,,0,0.46,0.146422548,0,young,good,0,0.36781444,0.591451131,0.0000017,0.591451131,0.591451131,0.295725565,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1946,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,36,Acacia tortilis,N,trunk,live,,0,0.6,0.190985932,0,young,good,0,0.465440584,0.668909997,0.0000029,0.668909997,0.668909997,0.334454998,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1947,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,37,Acacia tortilis,N,trunk,live,,0,0.24,0.076394373,0,young,good,0,0.206459295,0.434118987,0.0000005,0.434118987,0.434118987,0.217059493,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1948,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,37,Acacia tortilis,N,trunk,live,,0,0.42,0.133690152,0,young,good,0,0.33922351,0.566765833,0.0000014,0.566765833,0.566765833,0.283382917,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1949,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,38,Acacia tortilis,N,trunk,live,,0,0.34,0.108225361,0,young,good,0,0.281065504,0.512899116,0.0000009,0.512899116,0.512899116,0.256449558,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1950,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,38,Acacia tortilis,N,trunk,live,,0,0.35,0.11140846,0,young,good,0,0.288407921,0.520007616,0.000001,0.520007616,0.520007616,0.260003808,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1951,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,17.05.2017,2500,39,Acacia tortilis,N,trunk,live,,0,0.57,0.181436635,0,young,good,0,0.444831834,0.653323683,0.0000026,0.653323683,0.653323683,0.326661841,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1952,-2.434529979,34.83409901,Seronera,Intermediate,wild,3,18.12.2017,2500,39,Acacia tortilis,N,trunk,live,,0,0.65,0.206901426,0,young,good,0,0.499424052,0.693847283,0.0000034,0.693847283,0.693847283,0.346923641,Chamshama et al. 2004,6,2016,855.6199048,631.4296352,888.7544813
1953,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,1,Acacia gerrardii,N,trunk,live,,0,1.24,0.394704259,0,young,good,0,0.869666923,0.922858019,0.0000122,0.922858019,0.922858019,0.46142901,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1954,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,2,Acacia gerrardii,N,trunk,live,,0,2.6,0.827605704,0,young,good,0,1.561697285,1.24245615,0.0000538,1.24245615,1.24245615,0.621228075,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1955,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,3,Acacia gerrardii,N,trunk,live,,0,2.3,0.732112738,0,young,good,0,1.424315262,1.185881639,0.0000421,1.185881639,1.185881639,0.59294082,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1956,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,4,Croton dichogamus,non,trunk,live,,0,1.8,0.572957795,0,young,good,0,1.17757195,1.076834226,0.0000258,1.076834226,1.076834226,0.538417113,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1957,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,5,Croton dichogamus,non,trunk,live,,0,3.2,1.018591636,0,young,good,0,1.816144149,1.340948973,0.0000815,1.340948973,1.340948973,0.670474487,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1958,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,6,Euclea divinorum,N,trunk,live,22,7.002817496,,0,0,middle,good,16.21584632,0.018,0,0.0038516,16.21584632,8.99210763,8.10792316,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1959,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,7,Croton dichogamus,non,trunk,live,,0,3,0.954929659,0,young,good,0,1.734106784,1.310002589,0.0000716,1.310002589,1.310002589,0.655001295,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1960,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,8,Balanites aegyptiaca,non,trunk,live,43,13.68732511,,0,0,middle,good,75.2576863,0.018,0,0.0147139,75.2576863,49.76240477,37.62884315,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1961,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,9,Croton dichogamus,non,trunk,live,,0,1.6,0.509295818,0,young,good,0,1.071806582,1.026550818,0.0000204,1.026550818,1.026550818,0.513275409,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1962,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,10,Croton dichogamus,non,trunk,live,,0,1.7,0.541126807,0,young,good,0,1.125235434,1.052252552,0.000023,1.052252552,1.052252552,0.526126276,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1963,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,11,Croton dichogamus,non,trunk,live,,0,2.4,0.763943727,0,young,good,0,1.470933264,1.205376814,0.0000458,1.205376814,1.205376814,0.602688407,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1964,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,12,Croton dichogamus,non,trunk,live,,0,1.9,0.604788784,0,young,good,0,1.228859901,1.100390795,0.0000287,1.100390795,1.100390795,0.550195397,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1965,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,13,Croton dichogamus,non,trunk,live,,0,7,2.228169203,0,young,good,0,3.018102826,1.732080491,0.0003899,1.732080491,1.732080491,0.866040245,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1966,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,14,Croton dichogamus,non,trunk,live,,0,2.9,0.92309867,0,young,good,0,1.692080706,1.293862707,0.0000669,1.293862707,1.293862707,0.646931354,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1967,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,15,Croton dichogamus,non,trunk,live,,0,2.6,0.827605704,0,young,good,0,1.561697285,1.24245615,0.0000538,1.24245615,1.24245615,0.621228075,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1968,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,16,Croton dichogamus,non,trunk,live,,0,2.9,0.92309867,0,young,good,0,1.692080706,1.293862707,0.0000669,1.293862707,1.293862707,0.646931354,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1969,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,17,Croton dichogamus,non,trunk,live,,0,1.8,0.572957795,0,young,good,0,1.17757195,1.076834226,0.0000258,1.076834226,1.076834226,0.538417113,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1970,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,18,Croton dichogamus,non,trunk,live,,0,2.9,0.92309867,0,young,good,0,1.692080706,1.293862707,0.0000669,1.293862707,1.293862707,0.646931354,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1971,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,19,Acacia platyclada,N,trunk,live,,0,3.2,1.018591636,0,young,good,0,1.816144149,1.340948973,0.0000815,1.340948973,1.340948973,0.670474487,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1972,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,20,Acacia platyclada,N,trunk,live,22,7.002817496,,0,0,middle,good,16.21584632,0.018,0,0.0038516,16.21584632,8.99210763,8.10792316,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1973,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,21,Euclea divinorum,N,trunk,live,,0,1.9,0.604788784,0,young,good,0,1.228859901,1.100390795,0.0000287,1.100390795,1.100390795,0.550195397,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1974,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,22,Euclea divinorum,N,trunk,live,,0,3,0.954929659,0,young,good,0,1.734106784,1.310002589,0.0000716,1.310002589,1.310002589,0.655001295,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1975,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,23,Commiphora africana,non,trunk,live,,0,2.9,0.92309867,0,young,good,0,1.692080706,1.293862707,0.0000669,1.293862707,1.293862707,0.646931354,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1976,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,24,Euclea divinorum,N,trunk,live,,0,3.3,1.050422624,0,young,good,0,1.856197581,1.355801453,0.0000867,1.355801453,1.355801453,0.677900727,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1977,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,25,Cordia ovalis,non,trunk,live,,0,2.5,0.795774715,0,young,good,0,1.516717504,1.224221183,0.0000497,1.224221183,1.224221183,0.612110591,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1978,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,26,Euclea divinorum,N,trunk,live,,0,4.3,1.368732511,0,young,good,0,2.225628816,1.485809145,0.0001471,1.485809145,1.485809145,0.742904573,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1979,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,27,Euclea divinorum,N,trunk,live,,0,4.8,1.527887454,0,young,good,0,2.392102926,1.540812424,0.0001833,1.540812424,1.540812424,0.770406212,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1980,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,28,Acacia nilotica,N,trunk,live,,0,4.2,1.336901522,0,young,good,0,2.190994345,1.474107983,0.0001404,1.474107983,1.474107983,0.737053991,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1981,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,29,Cordia ovalis,non,trunk,live,,0,2.6,0.827605704,0,young,good,0,1.561697285,1.24245615,0.0000538,1.24245615,1.24245615,0.621228075,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1982,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,30,Acacia nilotica,N,trunk,live,55,17.50704374,,0,0,mature,good,132.2456561,0.018,0,0.0240722,132.2456561,93.28296434,66.12282807,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1983,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,31,Euclea divinorum,N,trunk,live,,0,4.8,1.527887454,0,young,good,0,2.392102926,1.540812424,0.0001833,1.540812424,1.540812424,0.770406212,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1984,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,32,Euclea divinorum,N,trunk,live,,0,5.4,1.718873385,0,young,good,0,2.578557051,1.600174069,0.000232,1.600174069,1.600174069,0.800087034,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1985,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,33,Acacia nilotica,N,trunk,live,,0,6.6,2.100845249,0,young,good,0,2.915087322,1.70208323,0.0003466,1.70208323,1.70208323,0.851041615,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1986,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,34,Euclea divinorum,N,trunk,live,,0,3,0.954929659,0,young,good,0,1.734106784,1.310002589,0.0000716,1.310002589,1.310002589,0.655001295,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1987,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,35,Euclea divinorum,N,trunk,live,40,12.73239545,,0,0,mature,good,63.76948591,0.018,0,0.0127324,63.76948591,41.37286063,31.88474295,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1988,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,36,Cordia ovalis,non,trunk,live,38,12.09577567,,0,0,mature,good,56.70104479,0.018,0,0.011491,56.70104479,36.29475879,28.35052239,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
1989,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,37,Grewia villosa,non,trunk,live,,0,3.8,1.209577567,0,young,good,0,2.047571459,1.424630289,0.0001149,1.424630289,1.424630289,0.712315144,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1990,-1.89135801,35.302651,Ololosokwan,Intermediate,pasture,1,16.05.2017,875,38,Croton dichogamus,non,trunk,live,,0,3.3,1.050422624,0,young,good,0,1.856197581,1.355801453,0.0000867,1.355801453,1.355801453,0.677900727,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1991,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,1,Ormocarpum trachycarpum,non,trunk,live,,0,1.3,0.413802852,0,young,good,0,0.904484818,0.941533227,0.0000134,0.941533227,0.941533227,0.470766614,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1992,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,2,Rhus natalensis,non,trunk,live,,0,1.7,0.541126807,0,young,good,0,1.125235434,1.052252552,0.000023,1.052252552,1.052252552,0.526126276,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1993,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,3,Rhus natalensis,non,trunk,live,,0,5.2,1.655211408,0,young,good,0,2.517902152,1.581107887,0.0002152,1.581107887,1.581107887,0.790553944,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1994,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,4,Rhus natalensis,non,trunk,live,,0,2.9,0.92309867,0,young,good,0,1.692080706,1.293862707,0.0000669,1.293862707,1.293862707,0.646931354,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1995,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,5,Rhus natalensis,non,trunk,live,,0,3.2,1.018591636,0,young,good,0,1.816144149,1.340948973,0.0000815,1.340948973,1.340948973,0.670474487,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1996,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,6,Mytenus sp,non,trunk,live,,0,2.8,0.891267681,0,young,good,0,1.649353178,1.277244369,0.0000624,1.277244369,1.277244369,0.638622184,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1997,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,7,Cordia ovalis,non,trunk,live,,0,2.5,0.795774715,0,young,good,0,1.516717504,1.224221183,0.0000497,1.224221183,1.224221183,0.612110591,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1998,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,8,Cordia ovalis,non,trunk,live,,0,4.9,1.559718442,0,young,good,0,2.424137009,1.551172785,0.0001911,1.551172785,1.551172785,0.775586392,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
1999,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,9,Grewia bicolor,non,trunk,live,,0,2.2,0.70028175,0,young,good,0,1.376832569,1.16568974,0.0000385,1.16568974,1.16568974,0.58284487,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
2000,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,10,Euclea divinorum,N,trunk,live,,0,1.6,0.509295818,0,young,good,0,1.071806582,1.026550818,0.0000204,1.026550818,1.026550818,0.513275409,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
2001,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,11,Euclea divinorum,N,trunk,live,32,10.18591636,,0,0,mature,good,38.25165429,0.018,0,0.0081488,38.25165429,23.40476512,19.12582714,Lugana. 2015,0,2000,856.4130124,741.3874752,821.2438794
2002,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,12,Rhus natalensis,non,trunk,live,,0,6.2,1.973521294,0,young,good,0,2.807751991,1.670255068,0.0003059,1.670255068,1.670255068,0.835127534,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
2003,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,13,Grewia bicolor,non,trunk,live,,0,6.7,2.132676237,0,young,good,0,2.941232428,1.709746305,0.0003572,1.709746305,1.709746305,0.854873153,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
2004,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,14,Rhus natalensis,non,trunk,live,,0,6.5,2.06901426,0,young,good,0,2.888672441,1.694305888,0.0003362,1.694305888,1.694305888,0.847152944,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
2005,-1.888434989,35.30764502,Ololosokwan,Intermediate,pasture,2,16.05.2017,400,15,Rhus natalensis,non,trunk,live,,0,6.5,2.06901426,0,young,good,0,2.888672441,1.694305888,0.0003362,1.694305888,1.694305888,0.847152944,Chamshama et al. 2004,0,2000,856.4130124,741.3874752,821.2438794
