plot.id,block.id.harvest,site.id,block.id,site.name,region,landuse,block,treatment,harvest,wp,lat,long,setup.date,harvest.date,growth.period,rain.sum,target.sp.,pasture.disc.setup,height. setup,target.sp.cover.setup,total.veg.cover.setup,pasture.disc.harvest,height.harvest,target.sp.cover.harvest,total.veg.cover.harvest,pre.biomass.target.sp.g,pre.biomass.total.g,biomass.target.sp.,biomass.other.sp.,biomass.total.g,productivity.target.g.m2.day,consumption.target.g.m2.day,productivity.total.g.m2.day,consumption.total.g.m2.day,consumption.per
DRY_W_1_EX_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H6,995,-3.299332,34.848458,12/11/2017,07/03/2018,86,426.87,Cyn.dac,2.5,3.3,18,30,2.5,11.25,13,50,7.7,29.7,6.53,33.59,40.12,0.15,0.2,1.17,1.17,-98.83
DRY_W_1_EX2_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H6,995,-3.299332,34.848458,12/11/2017,07/03/2018,86,426.87,Cyn.dac,2.5,3.3,20,35,3.5,20.25,30,75,11.96,13.96,47.08,44.5,91.58,1.46,1.51,2.83,2.83,-97.17
DRY_W_1_OP_H6,DRY_W_1_H6,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H6,995,-3.299332,34.848458,12/11/2017,07/03/2018,86,426.87,Cyn.dac,1,2.1,20,30,0.5,2,2,10,2,4,0.48,3.43,3.91,-0.05,,0,,
DRY_W_2_EX_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H6,980,-3.303268,34.847796,12/11/2017,07/03/2018,86,426.87,Cyn.dac,1,2.7,15,30,1.5,11.75,20,48,4,20.87,16.99,21.05,38.04,0.48,0.35,1.07,0.92,-84.91130841
DRY_W_2_EX2_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H6,980,-3.303268,34.847796,12/11/2017,07/03/2018,86,426.87,Cyn.dac,1,1.6,10,15,2,5.75,10,41,5,8,8.75,28.29,37.04,0.22,0.08,1.03,0.89,-85.37776699
DRY_W_2_OP_H6,DRY_W_2_H6,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H6,980,-3.303268,34.847796,12/11/2017,07/03/2018,86,426.87,Cyn.dac,1.5,2.3,15,30,1,2.25,8,20,2,5,6.24,3.24,9.48,0.14,,0.14,,0.14
DRY_W_3_EX_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H6,998,-3.295645,34.852435,12/11/2017,07/03/2018,86,426.87,Cyn.dac,2.4,2.2,12,30,3,5,10,55,10.48,14.48,2.64,11.69,14.33,-0.01,-0.05,0.3,0.2,-66.36666667
DRY_W_3_EX2_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H6,998,-3.295645,34.852435,12/11/2017,07/03/2018,86,426.87,Cyn.dac,2.5,2.1,6,30,2.5,4.13,25,55,2,8,12.7,5.89,18.59,0.31,0.28,0.44,0.34,-76.83272727
DRY_W_3_OP_H6,DRY_W_3_H6,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H6,998,-3.295645,34.852435,12/11/2017,07/03/2018,86,426.87,Cyn.dac,2,0.9,8,15,3,2,15,40,3,5,4.12,3.97,8.09,0.04,,0.1,,
DRY_W_4_EX_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H6,1000,-3.296013,34.854327,12/11/2017,07/03/2018,86,427.57,Cyn.dac,1,6,10,30,1.5,9.38,7,45,3,11,6.64,14.1,20.74,-0.01,0,0.38,-0.25,66.16947368
DRY_W_4_EX2_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H6,1000,-3.296013,34.854327,12/11/2017,07/03/2018,86,427.57,Cyn.dac,,3.6,10,40,1.5,2.13,8,30,4,5.31,5.37,11.15,16.52,-0.05,-0.04,0.24,-0.39,162.74
DRY_W_4_OP_H6,DRY_W_4_H6,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H6,1000,-3.296013,34.854327,12/11/2017,07/03/2018,86,427.57,Cyn.dac,1.5,1.5,18,40,2,3.13,15,35,7,9,6.53,21.92,28.45,-0.02,,0.63,,
DRY_P_1_EX_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H6,1009,-3.303212,34.847736,12/10/2017,08/03/2018,88,470.8,Chl.pyc,1.5,2.6,20,50,10.5,35.5,0,95,1,2,0,93.2,93.2,-0.03,-0.34,2.6,1.54,-56.63076923
DRY_P_1_OP_H6,DRY_P_1_H6,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H6,1009,-3.303212,34.847736,12/10/2017,08/03/2018,88,470.8,Chl.pyc,0.6,2,15,35,2,3.88,15,50,0.85,10.96,10.71,33.75,44.46,0.31,,1.06,,
DRY_P_2_EX_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H6,1006,-3.408426,34.850244,12/10/2017,08/03/2018,88,470.8,Chl.pyc,1.5,0.6,5,22,2.5,17.25,30,68,1,5,4.87,43.79,48.66,0.12,0.09,1.47,1.03,-68.59802721
DRY_P_2_OP_H6,DRY_P_2_H6,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H6,1006,-3.408426,34.850244,12/10/2017,08/03/2018,88,470.8,Chl.pyc,0.1,0.4,5,25,1.5,1.25,5,30,1,2,2.11,13.81,15.92,0.04,,0.44,,
DRY_P_3_EX_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H6,1001,-3.406316,34.850407,12/10/2017,08/03/2018,88,470.8,Chl.pyc,0.5,2.3,7,40,2,7.25,25,70,1,4.17,6.8,32.01,38.81,0.18,0.07,1.16,0.56,-47.11586207
DRY_P_3_OP_H6,DRY_P_3_H6,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H6,1001,-3.406316,34.850407,12/10/2017,08/03/2018,88,470.8,Chl.pyc,1,2.4,5,28,1.5,4.5,30,70,1,2.21,4.54,16.59,21.13,0.11,,0.6,,
DRY_P_4_EX_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H6,1003,-3.406853,34.8516,12/10/2017,08/03/2018,88,470.8,Chl.pyc,0.5,2.4,28,50,3,13.38,5,62,1,2,1.29,56.42,57.71,0.01,-0.05,1.76,0.63,-34.03545455
DRY_P_4_OP_H6,DRY_P_4_H6,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H6,1003,-3.406853,34.8516,12/10/2017,08/03/2018,88,470.8,Chl.pyc,1.5,2.8,20,40,2,3.75,5,45,1,2,2.95,34.73,37.68,0.06,,1.13,,
SE_1_EX_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX,H6,1023,-2.437747,34.855162,12/15/2017,12/03/2018,87,327.09,Dig.mac,3.5,14.4,40,55,17,37,13,98,9,25,54.88,55.86,110.74,0.92,1.36,2.58,2.46,-92.76883721
SE_1_EX2_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,EX2,H6,1023,-2.437747,34.855162,12/15/2017,12/03/2018,87,327.09,Dig.mac,3,11,20,40,6.5,30.5,15,60,11,41,25.19,71.45,96.64,-0.03,0.42,2.13,2.01,-92.23619718
SE_1_OP_H6,SE_1_H6,SE,SE_1,Seronera,SE,W,1,OP,H6,1023,-2.437747,34.855162,12/15/2017,12/03/2018,87,327.09,Dig.mac,4,17.4,25,50,4,18.75,10,50,26,30,12.19,21.37,33.56,-0.44,,0.11,,
SE_2_EX_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,EX,H6,1025,-2.437766,34.855394,12/15/2017,12/03/2018,87,327.09,Dig.mac,3.5,7.3,20,35,6,30.5,20,70,10,31,45.16,73.91,119.07,1.28,0.32,3.2,0.2,-3.05
SE_2_EX2_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,EX2,H6,1025,-2.437766,34.855394,12/15/2017,12/03/2018,87,327.09,Dig.mac,3.5,12.9,25,35,11,45.5,35,90,3,37,48.19,79.73,127.92,1.38,0.42,3.48,0.48,-10.31310345
SE_2_OP_H6,SE_2_H6,SE,SE_2,Seronera,SE,W,2,OP,H6,1025,-2.437766,34.855394,12/15/2017,12/03/2018,87,327.09,Dig.mac,3,6.6,25,30,6,24.75,15,55,5,19,35.02,77.8,112.82,0.96,,3,,
SE_3_EX_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,EX,H6,1027,-2.437991,34.855418,12/15/2017,12/03/2018,87,327.09,Dig.mac,5,9.4,15,40,9,27.5,15,90,21.8,33.8,20.01,104.25,124.26,0.48,-0.33,3.52,2.28,-61.25272727
SE_3_EX2_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,EX2,H6,1027,-2.437991,34.855418,12/15/2017,12/03/2018,87,327.09,Dig.mac,3.5,8.3,15,25,4,18.5,15,50,9,24,25.4,77.97,103.37,0.65,-0.16,2.85,1.62,-53.99210526
SE_3_OP_H6,SE_3_H6,SE,SE_3,Seronera,SE,W,3,OP,H6,1027,-2.437991,34.855418,12/15/2017,12/03/2018,87,327.09,Dig.mac,3.5,18.5,30,85,3.5,9.5,20,45,5,14,30.49,22.29,52.78,0.81,,1.24,,
SE_4_EX_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,EX,H6,1026,-2.438079,34.854989,12/15/2017,12/03/2018,87,327.09,Dig.mac,2.5,9.7,15,45,3.5,27.5,25,70,12,29,27.19,38.36,65.55,-0.04,-0.12,0.71,-1.78,251.4142254
SE_4_EX2_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,EX2,H6,1026,-2.438079,34.854989,12/15/2017,12/03/2018,87,327.09,Dig.mac,3,25.6,25,70,8,46,8,98,15,52.43,9.36,146.6,155.96,-0.61,-0.69,3.59,1.1,-27.05066852
SE_4_OP_H6,SE_4_H6,SE,SE_4,Seronera,SE,W,4,OP,H6,1026,-2.438079,34.854989,12/15/2017,12/03/2018,87,327.09,Dig.mac,4.5,16.4,10,45,10.5,18.25,35,80,28.39,43.39,31.03,90.37,121.4,0.08,,2.49,,
WET_W_1_EX_H7,WET_W_1_H7,WET_W,WET_W_1,Handajega,WET,W,1,EX,H7,954,-2.272484,34.023326,03/10/2018,22/05/2018,73,,The.tri,4,7.5,35,70,,,35,100,39.22,65.71,29.64,160.35,189.99,-0.6,-0.55,5.19,2.63,-45.4843738
WET_W_1_OP_H7 ,WET_W_1_H7,WET_W,WET_W_1,Handajega,WET,W,1,OP,H7,954,-2.272484,34.023326,03/10/2018,22/05/2018,73,,The.tri,1.5,7.8,30,65,,,40,90,45.35,53.51,44.21,76.7,120.91,-0.04,,2.56,,
WET_W_2_EX_H7,WET_W_2_H7,WET_W,WET_W_2,Handajega,WET,W,2,EX,H7,953,-2.2783,34.024459,03/10/2018,22/05/2018,73,,The.tri,3,24.3,35,80,,,40,97,8.33,100.47,94.16,179.47,273.63,2.21,1.01,8.16,2.4,-21.25176471
WET_W_2_OP_H7,WET_W_2_H7,WET_W,WET_W_2,Handajega,WET,W,2,OP,H7,953,-2.2783,34.024459,03/10/2018,22/05/2018,73,,The.tri,4,7,25,60,,,20,93,36.1,59.08,67.58,142.92,210.5,1.2,,5.76,,
WET_W_3_EX_H7,WET_W_3_H7,WET_W,WET_W_3,Handajega,WET,W,3,EX,H7,951,-2.277999,34.027678,03/10/2018,22/05/2018,73,,The.tri,2.5,4.5,20,30,,,0,90,5.78,11.85,0,182.2,182.2,-0.07,-0.68,6.61,-0.06,7.517715582
WET_W_3_OP_H7,WET_W_3_H7,WET_W,WET_W_3,Handajega,WET,W,3,OP,H7,951,-2.277999,34.027678,03/10/2018,22/05/2018,73,,The.tri,5,3,30,36,,,5,85,1.86,8.46,17.99,165.82,183.81,0.61,,6.67,,
WET_W_4_EX_H7,WET_W_4_H7,WET_W,WET_W_4,Handajega,WET,W,4,EX,H7,950,-2.278837,34.031884,03/10/2018,22/05/2018,73,,The.tri,3.5,4.5,30,45,,,10,90,11.98,29.43,21.45,224.21,245.66,0.57,-0.94,8.7,1.56,-9.231034483
WET_W_4_OP_H7,WET_W_4_H7,WET_W,WET_W_4,Handajega,WET,W,4,OP,H7,950,-2.278837,34.031884,03/10/2018,22/05/2018,73,,The.tri,5.5,5,30,40,,,55,90,6.58,16.93,46.12,158.48,204.6,1.5,,7.14,,
WET_P_1_EX_H7,WET_P_1_H7,WET_P,WET_P_1,Mwantimba,WET,P,1,EX,H7,957,-2.350052,34.049976,03/09/2018,21/05/2018,73,,Chr.ori,1.5,2.5,70,80,,,92,97,40.21,44.21,60.1,9.74,69.84,1.63,0.58,1.97,0.56,-26.45639594
WET_P_1_OP_H7,WET_P_1_H7,WET_P,WET_P_1,Mwantimba,WET,P,1,OP,H7,957,-2.350052,34.049976,03/09/2018,21/05/2018,73,,Chr.ori,2,2.3,59,70,,,90,95,17.24,17.94,44.82,10.22,55.04,1.05,,1.41,,
WET_P_2_EX_H7,WET_P_2_H7,WET_P,WET_P_2,Mwantimba,WET,P,2,EX,H7,959,-2.348488,34.05011,03/09/2018,21/05/2018,73,,Chr.ori,2,3.5,43,65,,,76,96,53.4,74.78,55.98,27.22,83.2,1.64,-0.37,2.47,-0.08,5.708866397
WET_P_2_OP_H7,WET_P_2_H7,WET_P,WET_P_2,Mwantimba,WET,P,2,OP,H7,959,-2.348488,34.05011,03/09/2018,21/05/2018,73,,Chr.ori,2.5,5,50,70,,,80,95,12.95,18.33,65.63,19.78,85.41,2,,2.55,,
WET_P_3_EX_H7,WET_P_3_H7,WET_P,WET_P_3,Mwantimba,WET,P,3,EX,H7,1022,-2.367293,34.062509,03/09/2018,21/05/2018,73,,Chr.ori,1.5,2.3,82,90,,,23,98,117.12,128.63,9.54,137.21,146.75,-4.29,0.36,0,3.5,-350
WET_P_3_OP_H7,WET_P_3_H7,WET_P,WET_P_3,Mwantimba,WET,P,3,OP,H7,1022,-2.367293,34.062509,03/09/2018,21/05/2018,73,,Chr.ori,1.5,1.3,75,85,,,0,85,122.4,146.63,0,54.9,54.9,-4.66,,-3.49,,
WET_P_4_EX_H7,WET_P_4_H7,WET_P,WET_P_4,Mwantimba,WET,P,4,EX,H7,1020,-2.36857,34.062586,03/09/2018,21/05/2018,73,,Chr.ori,1.5,3,75,85,,,0,98,52.47,100.34,0,122.5,122.5,-0.89,0,1.77,2.99,-167.1565537
WET_P_4_OP_H7,WET_P_4_H7,WET_P,WET_P_4,Mwantimba,WET,P,4,OP,H7,1020,-2.36857,34.062586,03/09/2018,21/05/2018,73,,Chr.ori,2,4.1,52,80,,,0,95,23.49,75.86,0,43.83,43.83,-0.89,,-1.22,,
DRY_W_1_EX_H7,DRY_W_1_H7,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX,H7,995,-3.299332,34.848458,03/07/2018,25/05/2018,79,,Cyn.dac,1.5,3.1,7,25,,,25,69,6.53,40.12,32.09,30.64,62.73,1.11,0.76,2.07,-1.31,65.35502415
DRY_W_1_EX2_H7,DRY_W_1_H7,DRY_W,DRY_W_1,Maswa,DRY,W,1,EX2,H7,995,-3.299332,34.848458,03/07/2018,25/05/2018,79,,Cyn.dac,2.5,3,10,35,,,10,70,47.08,91.58,23.2,110.2,133.4,0.8,0.44,4.55,1.17,-21.16428571
DRY_W_1_OP_H7,DRY_W_1_H7,DRY_W,DRY_W_1,Maswa,DRY,W,1,OP,H7,995,-3.299332,34.848458,03/07/2018,25/05/2018,79,,Cyn.dac,1.5,2.5,5,15,,,7,57,0.48,3.91,10.61,89.43,100.04,0.36,,3.38,,
DRY_W_2_EX_H7,DRY_W_2_H7,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX,H7,980,-3.303268,34.847796,03/07/2018,25/05/2018,79,,Cyn.dac,2,1,10,25,,,25,75,16.99,38.04,37.49,46.66,84.15,1.1,-0.1,2.63,0.8,-27.78825095
DRY_W_2_EX2_H7,DRY_W_2_H7,DRY_W,DRY_W_2,Maswa,DRY,W,2,EX2,H7,980,-3.303268,34.847796,03/07/2018,25/05/2018,79,,Cyn.dac,1,2,8,16,,,45,79,8.75,37.04,52.13,37.7,89.83,1.61,0.42,2.83,0.99,-32.15233216
DRY_W_2_OP_H7,DRY_W_2_H7,DRY_W,DRY_W_2,Maswa,DRY,W,2,OP,H7,980,-3.303268,34.847796,03/07/2018,25/05/2018,79,,Cyn.dac,1.5,0.6,12,20,,,45,77,6.24,9.48,40.2,21.34,61.54,1.19,,1.83,,
DRY_W_3_EX_H7,DRY_W_3_H7,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX,H7,998,-3.295645,34.852435,03/07/2018,25/05/2018,79,,Cyn.dac,1,1.3,10,20,,,5,28,2.64,14.33,10.22,18.34,28.56,0.21,-0.18,0.72,-1.52,211.8311111
DRY_W_3_EX2_H7,DRY_W_3_H7,DRY_W,DRY_W_3,Maswa,DRY,W,3,EX2,H7,998,-3.295645,34.852435,03/07/2018,25/05/2018,79,,Cyn.dac,2,2.8,10,30,,,10,55,12.7,18.59,24.59,73.2,97.79,0.72,0.32,3.15,0.91,-25.73888889
DRY_W_3_OP_H7,DRY_W_3_H7,DRY_W,DRY_W_3,Maswa,DRY,W,3,OP,H7,998,-3.295645,34.852435,03/07/2018,25/05/2018,79,,Cyn.dac,1.2,1.9,10,30,,,15,35,4.12,8.09,15.38,56.54,71.92,0.4,,2.24,,
DRY_W_4_EX_H7,DRY_W_4_H7,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX,H7,1000,-3.296013,34.854327,03/07/2018,25/05/2018,79,,Cyn.dac,0.5,1.8,10,30,,,20,66,6.64,20.74,31.15,30.9,62.05,0.87,0.62,1.18,0.5,-41.19288136
DRY_W_4_EX2_H7,DRY_W_4_H7,DRY_W,DRY_W_4,Maswa,DRY,W,4,EX2,H7,1000,-3.296013,34.854327,03/07/2018,25/05/2018,79,,Cyn.dac,1.5,2,5,35,,,15,67,5.37,16.52,16.49,60.15,76.64,0.35,0.1,1.69,1.01,-58.07331361
DRY_W_4_OP_H7,DRY_W_4_H7,DRY_W,DRY_W_4,Maswa,DRY,W,4,OP,H7,1000,-3.296013,34.854327,03/07/2018,25/05/2018,79,,Cyn.dac,1.5,2.4,10,45,,,10,41,6.53,28.45,13.55,34.28,47.83,0.25,,0.68,,
DRY_P_1_EX_H7,DRY_P_1_H7,DRY_P,DRY_P_1,Makao,DRY,P,1,EX,H7,1009,-3.303212,34.847736,03/08/2018,24/05/2018,77,,Chl.pyc,4,9.3,10,60,,,70,90,,93.2,41.13,49.11,90.24,1.1,0.95,1.65,1.96,-117.1378788
DRY_P_1_OP_H7,DRY_P_1_H7,DRY_P,DRY_P_1,Makao,DRY,P,1,OP,H7,1009,-3.303212,34.847736,03/08/2018,24/05/2018,77,,Chl.pyc,2.5,5.8,25,70,,,30,50,10.71,44.46,14.79,21.21,36,0.15,,-0.31,,
DRY_P_2_EX_H7,DRY_P_2_H7,DRY_P,DRY_P_2,Makao,DRY,P,2,EX,H7,1006,-3.408426,34.850244,03/08/2018,24/05/2018,77,,Chl.pyc,3,4.6,25,50,,,60,90,4.87,48.66,36.33,40.53,76.86,1.23,0.33,2.2,1.31,-57.34545455
DRY_P_2_OP_H7,DRY_P_2_H7,DRY_P,DRY_P_2,Makao,DRY,P,2,OP,H7,1006,-3.408426,34.850244,03/08/2018,24/05/2018,77,,Chl.pyc,2,7.3,10,38,,,40,55,2.11,15.92,27.06,13.59,40.65,0.9,,0.89,,
DRY_P_3_EX_H7,DRY_P_3_H7,DRY_P,DRY_P_3,Makao,DRY,P,3,EX,H7,1001,-3.406316,34.850407,03/08/2018,24/05/2018,77,,Chl.pyc,2,3.5,20,55,,,60,90,6.8,38.81,23.33,66.71,90.04,0.68,0.05,2.49,0.4,-13.57425703
DRY_P_3_OP_H7,DRY_P_3_H7,DRY_P,DRY_P_3,Makao,DRY,P,3,OP,H7,1001,-3.406316,34.850407,03/08/2018,24/05/2018,77,,Chl.pyc,1,3.6,15,45,,,45,98,4.54,21.13,21.9,57.18,79.08,0.63,,2.09,,
DRY_P_4_EX_H7,DRY_P_4_H7,DRY_P,DRY_P_4,Makao,DRY,P,4,EX,H7,1003,-3.406853,34.8516,03/08/2018,24/05/2018,77,,Chl.pyc,2.5,3.8,15,70,,,70,98,1.29,57.71,65.92,29.07,94.99,2.27,1.74,2.07,1.27,-59.282657
DRY_P_4_OP_H7,DRY_P_4_H7,DRY_P,DRY_P_4,Makao,DRY,P,4,OP,H7,1003,-3.406853,34.8516,03/08/2018,24/05/2018,77,,Chl.pyc,3.5,6,10,70,,,45,85,2.95,37.68,17.65,42.05,59.7,0.53,,0.79,,
SE_1_EX_H7,SE_1_H7,SE,SE_1,Seronera,SE,W,1,EX,H7,1023,-2.437747,34.855162,03/12/2018,19/05/2018,68,,Dig.mac,5.5,11.7,20,40,,,0,68,54.88,110.74,0,98.82,98.82,-0.5,-1.38,2.67,-3.1,118.7748689
SE_1_EX2_H7,SE_1_H7,SE,SE_1,Seronera,SE,W,1,EX2,H7,1023,-2.437747,34.855162,03/12/2018,19/05/2018,68,,Dig.mac,3.5,8.5,15,35,,,25,50,25.19,96.64,36.2,36.69,72.89,0.98,0.1,1.61,-4.16,259.9950932
SE_1_OP_H7,SE_1_H7,SE,SE_1,Seronera,SE,W,1,OP,H7,1023,-2.437747,34.855162,03/12/2018,19/05/2018,68,,Dig.mac,6,19.3,25,50,,,15,88,12.19,33.56,33.7,141,174.7,0.88,,5.77,,
SE_2_EX_H7,SE_2_H7,SE,SE_2,Seronera,SE,W,2,EX,H7,1025,-2.437766,34.855394,03/12/2018,19/05/2018,68,,Dig.mac,3,12.8,15,45,,,5,78,45.16,119.07,6.44,88.3,94.74,-1.17,0.15,-0.74,-1.69,-229.1183784
SE_2_EX2_H7,SE_2_H7,SE,SE_2,Seronera,SE,W,2,EX2,H7,1025,-2.437766,34.855394,03/12/2018,19/05/2018,68,,Dig.mac,3.5,11.5,10,63,,,0,85,48.19,127.92,0,,0,-1.43,-0.12,-4.61,-5.56,-125.2173753
SE_2_OP_H7,SE_2_H7,SE,SE_2,Seronera,SE,W,2,OP,H7,1025,-2.437766,34.855394,03/12/2018,19/05/2018,68,,Dig.mac,4,29.8,10,70,,,5,95,35.02,112.82,2.86,133.33,136.19,-1.31,,0.95,,
SE_3_EX_H7,SE_3_H7,SE,SE_3,Seronera,SE,W,3,EX,H7,1027,-2.437991,34.855418,03/12/2018,19/05/2018,68,,Dig.mac,3.5,9.1,20,63,,,15,72,20.01,124.26,18.74,55.22,73.96,-0.48,0,0.87,1.05,-119.8196552
SE_3_EX2_H7,SE_3_H7,SE,SE_3,Seronera,SE,W,3,EX2,H7,1027,-2.437991,34.855418,03/12/2018,19/05/2018,68,,Dig.mac,5,8.8,15,45,,,20,70,25.4,103.37,18.89,64,82.89,-0.47,0.01,1.23,1.41,-113.4041463
SE_3_OP_H7,SE_3_H7,SE,SE_3,Seronera,SE,W,3,OP,H7,1027,-2.437991,34.855418,03/12/2018,19/05/2018,68,,Dig.mac,3,6.3,15,55,,,20,52,30.49,52.78,18.76,29.55,48.31,-0.48,,-0.18,,
SE_4_EX_H7,SE_4_H7,SE,SE_4,Seronera,SE,W,4,EX,H7,1026,-2.438079,34.854989,03/12/2018,19/05/2018,68,,Dig.mac,5,17.3,20,53,,,30,70,27.19,65.55,43.82,54.62,98.44,0.52,1.79,-0.94,0.2,20.33659574
SE_4_EX2_H7,SE_4_H7,SE,SE_4,Seronera,SE,W,4,EX2,H7,1026,-2.438079,34.854989,03/12/2018,19/05/2018,68,,Dig.mac,8,46,8,98,,,30,70,9.36,155.96,45.08,74.84,119.92,0.57,1.84,-0.06,1.07,1783.273333
SE_4_OP_H7,SE_4_H7,SE,SE_4,Seronera,SE,W,4,OP,H7,1026,-2.438079,34.854989,03/12/2018,19/05/2018,68,,Dig.mac,3.5,11.8,25,50,,,0,55,31.03,121.4,0,93.64,93.64,-1.27,,-1.13,,
